filename, freshapples, freshbanana, freshoranges, rottenapples, rottenbanana, rottenoranges
rotated_by_30_Screen-Shot-2018-06-07-at-3-00-40-PM_png.rf.cb6bd90dee446dbb1bd1776ef4f00246.jpg, 0, 0, 0, 1, 0, 0
saltandpepper_Screen-Shot-2018-06-12-at-11-46-04-PM_png.rf.cb6e1fa01de2d1ac86bc5e47fd530d26.jpg, 0, 0, 0, 0, 0, 1
rotated_by_15_Screen-Shot-2018-06-12-at-9-01-56-PM_png.rf.cb8819f9d724d59895da78f5b7e6533a.jpg, 0, 0, 0, 0, 1, 0
rotated_by_75_Screen-Shot-2018-06-12-at-8-58-07-PM_png.rf.cb79c1d7200c4ad87b8a77d0423cd474.jpg, 0, 0, 0, 0, 1, 0
rotated_by_45_Screen-Shot-2018-06-12-at-9-25-23-PM_png.rf.cb8de2c6d29c4ac3ce848842735c140c.jpg, 0, 0, 0, 0, 1, 0
Screen-Shot-2018-06-12-at-9-44-30-PM_png.rf.cb943ea265946eb9cdd5faebc3ee8cc5.jpg, 0, 1, 0, 0, 0, 0
rotated_by_45_Screen-Shot-2018-06-08-at-5-15-21-PM_png.rf.cbd246a3dc81cc8b88a73fe744dabe46.jpg, 1, 0, 0, 0, 0, 0
rotated_by_15_Screen-Shot-2018-06-08-at-5-01-01-PM_png.rf.cb95fa8db2fff78163f2ad86ad5b1124.jpg, 1, 0, 0, 0, 0, 0
rotated_by_75_Screen-Shot-2018-06-13-at-12-06-52-AM_png.rf.cbe295d940b6eebfdcad848039719ae6.jpg, 0, 0, 1, 0, 0, 0
saltandpepper_Screen-Shot-2018-06-08-at-5-18-37-PM_png.rf.cbd458a22ea0b8b3ba8db0e29a9ab181.jpg, 1, 0, 0, 0, 0, 0
rotated_by_15_Screen-Shot-2018-06-07-at-2-22-39-PM_png.rf.cbe11762032fe03b19c073914831ea22.jpg, 0, 0, 0, 1, 0, 0
rotated_by_45_Screen-Shot-2018-06-08-at-5-05-12-PM_png.rf.cc4afb0cfe33136e2ed430f2215b7f6c.jpg, 1, 0, 0, 0, 0, 0
translation_Screen-Shot-2018-06-08-at-5-16-33-PM_png.rf.cbfa84e5c40121fafcef073486457d92.jpg, 1, 0, 0, 0, 0, 0
rotated_by_15_Screen-Shot-2018-06-12-at-11-40-51-PM_png.rf.ccc66e1f9f4d4b3d354d7f0cf3a27279.jpg, 0, 0, 0, 0, 0, 1
rotated_by_15_Screen-Shot-2018-06-13-at-12-15-39-AM_png.rf.cc476de3a644559ce1a551f6ad101448.jpg, 0, 0, 1, 0, 0, 0
rotated_by_45_Screen-Shot-2018-06-08-at-2-32-42-PM_png.rf.ccae5b4a7ab4b3f9368b6e40bc873ff7.jpg, 0, 0, 0, 1, 0, 0
rotated_by_15_Screen-Shot-2018-06-12-at-11-40-23-PM_png.rf.cc7b97f917580155e017e9cba9d8e310.jpg, 0, 0, 0, 0, 0, 1
translation_Screen-Shot-2018-06-08-at-5-26-58-PM_png.rf.cc9724502d871d2f21a289e535b4c889.jpg, 1, 0, 0, 0, 0, 0
rotated_by_75_Screen-Shot-2018-06-07-at-2-58-38-PM_png.rf.cc4b59e5b5ed32d765455d64c284bf44.jpg, 0, 0, 0, 1, 0, 0
Screen-Shot-2018-06-07-at-2-43-48-PM_png.rf.cbe49f1b5abbfc63afca4d7760891479.jpg, 0, 0, 0, 1, 0, 0
saltandpepper_Screen-Shot-2018-06-12-at-9-47-18-PM_png.rf.cbe959f01f89b047249853de884ad4af.jpg, 0, 1, 0, 0, 0, 0
vertical_flip_Screen-Shot-2018-06-08-at-5-10-29-PM_png.rf.cc8cf9a9e214f595f368c3186f3952b4.jpg, 1, 0, 0, 0, 0, 0
rotated_by_45_Screen-Shot-2018-06-08-at-5-09-40-PM_png.rf.ccd152fc35619a3d8124dfc2421504ca.jpg, 1, 0, 0, 0, 0, 0
vertical_flip_Screen-Shot-2018-06-12-at-11-22-05-PM_png.rf.ccc9de25b958304aa7b84e1f9aa0737f.jpg, 0, 0, 0, 0, 0, 1
rotated_by_30_Screen-Shot-2018-06-08-at-5-26-41-PM_png.rf.cbfa3450da38400e3dddcf1d0ff8c0b7.jpg, 1, 0, 0, 0, 0, 0
rotated_by_30_Screen-Shot-2018-06-12-at-11-35-51-PM_png.rf.cce5d63f8a277dc412e6939cd21c3026.jpg, 0, 0, 0, 0, 0, 1
rotated_by_30_Screen-Shot-2018-06-08-at-2-30-03-PM_png.rf.cd03dc1b317412f85975764f34407b4a.jpg, 0, 0, 0, 1, 0, 0
rotated_by_30_Screen-Shot-2018-06-12-at-8-58-53-PM_png.rf.cd3da99bec52e7f05b5524d4a5ba31e5.jpg, 0, 0, 0, 0, 1, 0
rotated_by_30_Screen-Shot-2018-06-12-at-9-08-00-PM_png.rf.cd64d2ba2cdf9ec1270c5a0891549ec3.jpg, 0, 0, 0, 0, 1, 0
rotated_by_45_Screen-Shot-2018-06-12-at-11-45-21-PM_png.rf.cbc51cc83317dda80375a0f9a1aa21f6.jpg, 0, 0, 0, 0, 0, 1
Screen-Shot-2018-06-08-at-5-04-16-PM_png.rf.cd7a26e96a18dca1da59435b86787179.jpg, 1, 0, 0, 0, 0, 0
saltandpepper_Screen-Shot-2018-06-07-at-2-40-55-PM_png.rf.cd8627bd5ed54408d930817b1a6ec45b.jpg, 0, 0, 0, 1, 0, 0
rotated_by_30_Screen-Shot-2018-06-07-at-2-18-13-PM_png.rf.cdc52f740217447379b2637fd8ab3328.jpg, 0, 0, 0, 1, 0, 0
rotated_by_60_Screen-Shot-2018-06-08-at-2-33-49-PM_png.rf.cd87f4654525ef3be37903aafc4ead8e.jpg, 0, 0, 0, 1, 0, 0
vertical_flip_Screen-Shot-2018-06-12-at-11-20-52-PM_png.rf.cdd4be93df061a969848434d55df350d.jpg, 0, 0, 0, 0, 0, 1
rotated_by_45_Screen-Shot-2018-06-13-at-12-04-39-AM_png.rf.cda44549c58711a94cfe4a8ace2210c6.jpg, 0, 0, 1, 0, 0, 0
rotated_by_30_Screen-Shot-2018-06-12-at-9-01-10-PM_png.rf.cdb1b76d36bb895f8908d651270346a3.jpg, 0, 0, 0, 0, 1, 0
rotated_by_75_Screen-Shot-2018-06-12-at-10-00-37-PM_png.rf.cd8623910d6bf9955f6728b2937f3db4.jpg, 0, 1, 0, 0, 0, 0
rotated_by_30_Screen-Shot-2018-06-07-at-2-40-55-PM_png.rf.ce378b93e6f36cd652eb4e820333ec55.jpg, 0, 0, 0, 1, 0, 0
rotated_by_75_Screen-Shot-2018-06-12-at-10-07-52-PM_png.rf.ce098fef9165f51a44bed1fb82bd8543.jpg, 0, 1, 0, 0, 0, 0
Screen-Shot-2018-06-13-at-12-11-57-AM_png.rf.cdc8d0e7f22eba893e5125de0f1d43a7.jpg, 0, 0, 1, 0, 0, 0
rotated_by_30_Screen-Shot-2018-06-08-at-2-23-40-PM_png.rf.ce0cec5c22aa5902de6aeb77b7474035.jpg, 0, 0, 0, 1, 0, 0
rotated_by_75_Screen-Shot-2018-06-12-at-10-05-41-PM_png.rf.cdea468cf8c07c4d2dd0ea725c41338f.jpg, 0, 1, 0, 0, 0, 0
rotated_by_15_Screen-Shot-2018-06-12-at-11-19-22-PM_png.rf.cdeacfec526834515e84f3912d11cb39.jpg, 0, 0, 0, 0, 0, 1
saltandpepper_Screen-Shot-2018-06-12-at-11-43-03-PM_png.rf.cd70e178b84097eea05cab6787a13791.jpg, 0, 0, 0, 0, 0, 1
vertical_flip_Screen-Shot-2018-06-12-at-10-06-19-PM_png.rf.cd9bd9b08e34cdcb7f72faf9fdd0b1a1.jpg, 0, 1, 0, 0, 0, 0
rotated_by_75_Screen-Shot-2018-06-12-at-8-56-16-PM_png.rf.ce05bf558fe7f4842c66a405be21f8d0.jpg, 0, 0, 0, 0, 1, 0
rotated_by_75_Screen-Shot-2018-06-13-at-12-05-27-AM_png.rf.ce20736dcdcb739e04176d75fd7342af.jpg, 0, 0, 1, 0, 0, 0
Screen-Shot-2018-06-12-at-11-50-54-PM_png.rf.ce658afd26804011934afddd81b399ae.jpg, 0, 0, 1, 0, 0, 0
rotated_by_60_Screen-Shot-2018-06-12-at-8-55-35-PM_png.rf.cea5dc01cd89a0439974960e1f9044ef.jpg, 0, 0, 0, 0, 1, 0
rotated_by_75_Screen-Shot-2018-06-07-at-2-33-47-PM_png.rf.ce970a4cc5a7db690c11af2cf13f8471.jpg, 0, 0, 0, 1, 0, 0
rotated_by_75_Screen-Shot-2018-06-12-at-9-43-32-PM_png.rf.cecc42e8ef095077d6a266efeb7d5ea6.jpg, 0, 1, 0, 0, 0, 0
rotated_by_15_Screen-Shot-2018-06-12-at-9-40-38-PM_png.rf.ce4e387766b5649978da512a85441325.jpg, 0, 1, 0, 0, 0, 0
rotated_by_60_Screen-Shot-2018-06-08-at-5-05-12-PM_png.rf.ce2a51232b456408a12d5eaee7dffc06.jpg, 1, 0, 0, 0, 0, 0
vertical_flip_Screen-Shot-2018-06-12-at-11-32-50-PM_png.rf.ced2465d3b21624a300f159f2ca34391.jpg, 0, 0, 0, 0, 0, 1
rotated_by_45_Screen-Shot-2018-06-12-at-11-39-29-PM_png.rf.cf346ee0b4facf7fa875e54a5b9a8d70.jpg, 0, 0, 0, 0, 0, 1
rotated_by_15_Screen-Shot-2018-06-13-at-12-08-29-AM_png.rf.cf0e6b785643b82b5240357a22665f9c.jpg, 0, 0, 1, 0, 0, 0
Screen-Shot-2018-06-12-at-9-41-30-PM_png.rf.cf2b4ba520956b300b524e1608787a2e.jpg, 0, 1, 0, 0, 0, 0
rotated_by_75_Screen-Shot-2018-06-08-at-5-06-28-PM_png.rf.cfe79d7b38ec2a13038fbac09971f1ca.jpg, 1, 0, 0, 0, 0, 0
rotated_by_45_Screen-Shot-2018-06-08-at-5-07-18-PM_png.rf.cfd2d9755f562b01e274298c6251e5a2.jpg, 1, 0, 0, 0, 0, 0
rotated_by_15_Screen-Shot-2018-06-07-at-2-18-25-PM_png.rf.cef813fa6c35d626f0f511eae79391e9.jpg, 0, 0, 0, 1, 0, 0
Screen-Shot-2018-06-08-at-5-01-41-PM_png.rf.cf243d0a0c11bbc1a605522865465f2d.jpg, 1, 0, 0, 0, 0, 0
Screen-Shot-2018-06-07-at-2-51-08-PM_png.rf.cf7f73830c9bc4d733a07626e24ed265.jpg, 0, 0, 0, 1, 0, 0
rotated_by_75_Screen-Shot-2018-06-07-at-3-00-40-PM_png.rf.cf33b6c78a1a0bffa62b5d61a00fc8e8.jpg, 0, 0, 0, 1, 0, 0
Screen-Shot-2018-06-12-at-9-47-51-PM_png.rf.d10d8d6675a1b23ed7cbcb5aaa9c3281.jpg, 0, 1, 0, 0, 0, 0
rotated_by_45_Screen-Shot-2018-06-12-at-11-24-37-PM_png.rf.cf2f610ff9e0575d75781a72528a399c.jpg, 0, 0, 0, 0, 0, 1
saltandpepper_Screen-Shot-2018-06-13-at-12-14-43-AM_png.rf.d07b3a889995564cd64fe1187397427d.jpg, 0, 0, 1, 0, 0, 0
vertical_flip_Screen-Shot-2018-06-13-at-12-18-52-AM_png.rf.cf1b2a21b0e277275b5d2984a9df1ec0.jpg, 0, 0, 1, 0, 0, 0
rotated_by_45_Screen-Shot-2018-06-12-at-9-54-18-PM_png.rf.cef0d745cdc3b3462e6318998b85dde2.jpg, 0, 1, 0, 0, 0, 0
saltandpepper_Screen-Shot-2018-06-08-at-5-00-12-PM_png.rf.d04b6d7bb865d3f7e1fe632d50ae0f61.jpg, 1, 0, 0, 0, 0, 0
rotated_by_45_Screen-Shot-2018-06-12-at-11-31-39-PM_png.rf.d080161c56a54d55ca1ce682bd90bbd8.jpg, 0, 0, 0, 0, 0, 1
rotated_by_60_Screen-Shot-2018-06-12-at-9-04-19-PM_png.rf.d04ee92a8a526d28e00c8c9fe00ee570.jpg, 0, 0, 0, 0, 1, 0
Screen-Shot-2018-06-08-at-2-46-08-PM_png.rf.cfdc5d67b1fa76e9b0d259ec7c76ef14.jpg, 0, 0, 0, 1, 0, 0
rotated_by_45_Screen-Shot-2018-06-08-at-5-09-54-PM_png.rf.d12ad69bf66ec3b021a447c4db28a653.jpg, 1, 0, 0, 0, 0, 0
rotated_by_15_Screen-Shot-2018-06-08-at-5-25-43-PM_png.rf.ced903ae153193c5a5fa61a37228a979.jpg, 1, 0, 0, 0, 0, 0
vertical_flip_Screen-Shot-2018-06-12-at-9-05-21-PM_png.rf.d0fab7f7839f42817b89cab8c344f314.jpg, 0, 0, 0, 0, 1, 0
saltandpepper_Screen-Shot-2018-06-12-at-9-11-52-PM_png.rf.cf86a2072b58d69aa3f16f0b0a51c3d3.jpg, 0, 0, 0, 0, 1, 0
rotated_by_45_Screen-Shot-2018-06-12-at-9-18-43-PM_png.rf.d14872088feee4dd4787e23b6186f9ac.jpg, 0, 0, 0, 0, 1, 0
rotated_by_15_Screen-Shot-2018-06-12-at-9-40-43-PM_png.rf.cfc9c89ae4f7acec04839f4607aada87.jpg, 0, 1, 0, 0, 0, 0
vertical_flip_Screen-Shot-2018-06-12-at-11-52-46-PM_png.rf.d1308bc8968a4d73acffa24b925ab1c6.jpg, 0, 0, 1, 0, 0, 0
rotated_by_30_Screen-Shot-2018-06-12-at-9-08-26-PM_png.rf.d16a66024e40d32408cb04c5324bf678.jpg, 0, 0, 0, 0, 1, 0
vertical_flip_Screen-Shot-2018-06-13-at-12-14-53-AM_png.rf.d15be8ba9684a40595bacf36e7b902d1.jpg, 0, 0, 1, 0, 0, 0
vertical_flip_Screen-Shot-2018-06-12-at-9-55-27-PM_png.rf.d17d91a28ba9464e3e8bfbb225e92aa5.jpg, 0, 1, 0, 0, 0, 0
vertical_flip_Screen-Shot-2018-06-12-at-9-00-11-PM_png.rf.d084cf393bc2c1c4e6148d3cc63717c7.jpg, 0, 0, 0, 0, 1, 0
rotated_by_30_Screen-Shot-2018-06-13-at-12-07-39-AM_png.rf.d102e6c98558c966f2e3e0839c30c9a5.jpg, 0, 0, 1, 0, 0, 0
Screen-Shot-2018-06-12-at-8-58-13-PM_png.rf.d1487e641cf3c002d76edb220efb9cf9.jpg, 0, 0, 0, 0, 1, 0
Screen-Shot-2018-06-12-at-9-48-48-PM_png.rf.d186f48c1956bb776fe944861df18fb3.jpg, 0, 1, 0, 0, 0, 0
saltandpepper_Screen-Shot-2018-06-07-at-2-43-48-PM_png.rf.d19a0c75183f8657c95dbd287ebfc022.jpg, 0, 0, 0, 1, 0, 0
rotated_by_15_Screen-Shot-2018-06-08-at-2-34-37-PM_png.rf.d1b8267ae06fc55c68665a54376d0964.jpg, 0, 0, 0, 1, 0, 0
rotated_by_75_Screen-Shot-2018-06-12-at-8-47-14-PM_png.rf.d1a516b944276ddf1871b182f033dc89.jpg, 0, 0, 0, 0, 1, 0
rotated_by_45_Screen-Shot-2018-06-12-at-11-23-19-PM_png.rf.d1a68a978941b986e9e816e4e927fa46.jpg, 0, 0, 0, 0, 0, 1
rotated_by_60_Screen-Shot-2018-06-12-at-10-01-07-PM_png.rf.d1a03bd060a2c5b372b4888bbda85673.jpg, 0, 1, 0, 0, 0, 0
Screen-Shot-2018-06-07-at-2-18-25-PM_png.rf.d1d40bb3c9df1082ce55ac7999008e10.jpg, 0, 0, 0, 1, 0, 0
vertical_flip_Screen-Shot-2018-06-12-at-11-18-41-PM_png.rf.d18a36c509ebd534037e007033c57d27.jpg, 0, 0, 0, 0, 0, 1
rotated_by_45_Screen-Shot-2018-06-07-at-2-57-13-PM_png.rf.d1dcdcd46fc2c1a5ce80006239748bf3.jpg, 0, 0, 0, 1, 0, 0
translation_Screen-Shot-2018-06-08-at-5-09-54-PM_png.rf.d1fcb07b83267cd74b1dbc7f4ba93805.jpg, 1, 0, 0, 0, 0, 0
rotated_by_75_Screen-Shot-2018-06-12-at-8-52-01-PM_png.rf.d20a592ec6752cd8e7db1ba3ae2144e2.jpg, 0, 0, 0, 0, 1, 0
vertical_flip_Screen-Shot-2018-06-12-at-8-59-15-PM_png.rf.d1fccb000917379d6ed048c9b137d9eb.jpg, 0, 0, 0, 0, 1, 0
saltandpepper_Screen-Shot-2018-06-13-at-12-16-16-AM_png.rf.d226f5dc8a477e7b425b76306b58c9f3.jpg, 0, 0, 1, 0, 0, 0
Screen-Shot-2018-06-12-at-9-39-47-PM_png.rf.d256bce686f720649dc2d3a362b21894.jpg, 0, 1, 0, 0, 0, 0
rotated_by_30_Screen-Shot-2018-06-13-at-12-20-06-AM_png.rf.d27f03e367597713cd6a98950e43f030.jpg, 0, 0, 1, 0, 0, 0
translation_Screen-Shot-2018-06-13-at-12-07-32-AM_png.rf.d26c9622d9a3c1685dbeb8e97f67cbfd.jpg, 0, 0, 1, 0, 0, 0
rotated_by_60_Screen-Shot-2018-06-08-at-5-24-26-PM_png.rf.d2576770f0d559c6a4f40275ada631e0.jpg, 1, 0, 0, 0, 0, 0
rotated_by_60_Screen-Shot-2018-06-07-at-3-04-04-PM_png.rf.d2d4cf27857d7be17395d3fb0806517e.jpg, 0, 0, 0, 1, 0, 0
saltandpepper_Screen-Shot-2018-06-07-at-2-39-53-PM_png.rf.d2a5141d2f6170538621907dee264817.jpg, 0, 0, 0, 1, 0, 0
